,2016,2017,2018,2019
0,0.0,0.0,0.0,0.0
1,0.3511977626491409,0.2674199603204793,0.21857103806218428,0.25958567061101284
2,0.745829989009816,0.5181214766084227,0.5677550112742145,0.47604054591962014
3,0.9931700243548546,0.7876014344805029,0.7715755577920134,0.6770589932319624
4,1.2545975117143995,1.1527375636321957,1.1511227353442008,0.9600059610855902
5,1.444870756716172,1.513692009920717,1.5737476494041378,1.2243704290705364
6,1.7013871036293633,1.9454502688498312,1.991875753852057,1.6036247192417084
7,1.949891872088653,2.1002303299340275,2.1661778339423314,1.8054333775906894
8,2.2094403037898265,2.311588714948442,2.6517259079122484,2.174171513706469
9,3.4463463967541452,2.677043519511077,3.117140656560891,2.496399050468725
