,0,1,2,3,4,5,6,7,8,9
0,0.0,0.13582455442920557,0.14245014245014243,0.40084807526667987,0.7508999757061773,1.1064731994964554,1.3803308376951786,1.8076812650456062,1.8308708231188848,1.9655911128779342
1,0.0,0.02834467120181406,0.2290249433106576,0.29591836734693877,0.9841269841269842,1.0249433106575965,1.0736961451247165,1.1145124716553287,1.1950113378684808,1.5736961451247165
2,0.0,0.3672882313659013,0.4777315456927108,1.0723275286382081,1.2290029280320542,1.367699183233164,1.4948374171675143,1.5320799301381827,1.9777058612010072,
3,0.0,0.8852373322424119,1.2863782542983446,1.3238786804395506,1.3670609893294245,1.9807043261855248,2.0557051784679374,2.772758781349788,3.4807213718337713,
4,0.0,0.21397360241452315,0.2196044866885896,0.2702824451551871,0.764674084418217,0.9336006126402089,1.0068021082030723,1.0743727194918689,1.279336907067886,2.117212487048966
5,0.0,0.41015873015873017,0.5282539682539682,0.8165079365079365,0.8507936507936508,0.9676190476190477,1.0895238095238096,1.1834920634920636,1.9644444444444447,2.0546031746031748
6,0.0,0.31523201075991925,0.3544608832100426,0.4062990360905626,0.6626877381752969,1.0311589329746693,1.220298139430621,1.6588208921766416,1.8997982515131133,2.341123066577001
7,0.0,0.27821900373918446,0.3423474975088546,0.44889945638769135,1.334859262620981,1.4660760267958446,1.5440168115312898,1.6742469834943123,1.70877771090875,1.7896782722797187
8,0.0,0.7933676920995338,0.9803318614005092,1.958203667941795,2.043075560585001,2.530166422711226,2.742961168034047,2.777401936063174,3.0135672025486167,3.3592049102694985
9,0.0,0.07129912955645999,0.3119336918095125,0.6268381806838774,1.0021488765435764,1.0902825228008675,1.121971024825961,1.1665329807987483,1.7191012348613133,21.89675489933949
10,0.0,0.04462636956789364,0.1261849070540441,0.687861627477533,1.1418195248061063,1.3772620952849934,1.5803890188354055,1.7219623291887236,12.567708974516806,
11,0.0,0.3345364908882824,0.5095078792147196,0.9827009419843297,1.2765208204947618,1.3854652698300904,1.8487542917510345,2.099656659917246,,
12,0.0,0.05686444292231542,0.24555100352818024,0.5066104914897192,0.8284115434819134,0.905953965648707,0.9886658826266205,1.008051488168319,1.2949584501854556,1.8687723742197293
13,0.0,0.6096561037958809,0.7688226498818309,0.8566054116625669,1.4614382867891766,1.6427916847537738,1.7730188588240967,2.036367144166305,2.095210533931414,2.42415472917571
14,0.0,0.029854141195871597,0.13078957095334223,0.4350174859969862,1.044894941855506,1.1444087458417447,1.182792641665008,1.563788348355179,3.1474794575076057,
15,0.0,0.18088596699142973,0.3343271665772633,1.3036264517658211,1.7003280897194395,1.7227828994149275,1.775177455371066,2.2005713501578072,3.102506206259902,
16,0.0,0.020107483639820126,0.04935473257046759,0.15628998647314737,0.5063429971118342,1.071180492084963,1.644243775819837,1.8124154571710598,1.975103279347786,2.3498336562717066
17,0.0,0.01119770670966586,0.06382692824509541,0.4535071217414674,0.9641225477022305,1.0716205321150227,1.1399265430439847,1.2149511779987459,1.3997133387082326,1.9024903699722293
18,0.0,0.06888804103607614,0.09750307346644622,0.30628682860655393,0.626351265420323,0.669803722073848,1.316291491797024,1.4137945652634705,1.610920344228242,2.0804188392894996
19,0.0,0.3908711025393764,0.3972999035679845,0.4538733526197364,0.7405978784956605,0.804885888781742,1.0028929604628736,1.2163291546126644,1.4966248794599806,1.5879138540662165
20,0.0,0.2832268326031755,0.5371543376956776,0.8217763763707898,0.9529257471328515,1.0477997600245557,1.1580210397075648,1.307308089404805,5.4789742444959115,
21,0.0,0.27199847299102886,0.3197175033403321,0.4986638671502195,0.8159954189730865,0.8195743462492843,1.1273620920022904,1.200133613284978,1.3564134376789465,1.4566234014124835
